signal,mean_IC,IC_t_stat,pct_positive,mean_hit,mean_sharpe,n_instruments
reversal_5,0.027273129432958176,3.182263402812117,0.7692307692307693,0.4998713660921019,0.09655002540072305,13
reversal_21,-0.0024816657720463536,-0.11095127940677649,0.5384615384615384,0.4893617021276596,-0.0596266096312013,13
vol_scaled_mom,-0.032854365178990666,-1.3522569814912881,0.3076923076923077,0.5295857988165682,0.053413723022003805,13
tsmom_12m,-0.04457901819056553,-1.8927498154731415,0.23076923076923078,0.5295857988165682,0.053413723022003805,13
tsmom_12m_skip1m,-0.046493350154468024,-2.2956287108379594,0.3076923076923077,0.5272189349112426,0.052261204140959854,13
trend_50,-0.0572357078097167,-2.8215078333717347,0.23076923076923078,0.47582417582417585,-0.016509769597253497,13
trend_200,-0.06767466626068354,-3.40386449286091,0.15384615384615385,0.5135916714864084,-0.015949922280200982,13
tsmom_3m,-0.09022950774592939,-3.485140901553064,0.3076923076923077,0.5107913669064749,-0.08607738531891182,13
